REGION,STATE,CITY,POPULATION
Midwest,Michigan,"Portland, MI",3922
Midwest,Michigan,"Williamston, MI",3916
Mountain,Colorado,"Florence, CO",3914
South,Georgia,"Walthourville, GA",3912
Midwest,Minnesota,"Deephaven, MN",3911
South,Texas,"Friona, TX",3910
South,Texas,"Richwood, TX",3907
South,West Virginia,"Lewisburg, WV",3907
Pacific,Oregon,"Coquille, OR",3903
South,Arkansas,"Fordyce, AR",3902
South,Alabama,"Citronelle, AL",3900
South,Texas,"West Columbia, TX",3899
Pacific,California,"Carmel-by-the-Sea, CA",3897
South,Georgia,"Cleveland, GA",3896
Midwest,Michigan,"Linden, MI",3896
South,Kentucky,"Southgate, KY",3892
Pacific,Oregon,"King City, OR",3892
South,Oklahoma,"Nichols Hills, OK",3887
South,Texas,"Horseshoe Bay, TX",3880
South,Texas,"Canton, TX",3878
South,Kentucky,"Crittenden, KY",3876
South,Texas,"Dripping Springs, TX",3876
South,Alabama,"Elba, AL",3875
Midwest,Iowa,"Monticello, IA",3871
South,Georgia,"Jasper, GA",3869
Midwest,Michigan,"Belleville, MI",3869
South,Texas,"Clyde, TX",3867
Pacific,Alaska,"Valdez, AK",3862
Midwest,Illinois,"Marshall, IL",3860
South,Kentucky,"Lancaster, KY",3860
Mountain,Idaho,"Kimberly, ID",3858
Midwest,Kansas,"Larned, KS",3855
South,Arkansas,"Booneville, AR",3853
South,Mississippi,"Hazlehurst, MS",3852
Midwest,Kansas,"Scott City, KS",3851
South,Texas,"Justin, TX",3847
Northeast,New Jersey,"North Wildwood, NJ",3843
Pacific,California,"Wheatland, CA",3842
Pacific,Alaska,"Nome, AK",3841
Midwest,Nebraska,"Waverly, NE",3838
Mountain,Montana,"Hardin, MT",3837
Northeast,New Jersey,"Bordentown, NJ",3835
South,Kentucky,"Carrollton, KY",3834
Pacific,Washington,"Forks, WA",3832
Midwest,Kansas,"Hugoton, KS",3831
Midwest,Missouri,"Holts Summit, MO",3830
Mountain,Colorado,"Rocky Ford, CO",3827
South,Arkansas,"McGehee, AR",3824
Northeast,New Jersey,"Lambertville, NJ",3824
Midwest,Illinois,"Madison, IL",3823
Midwest,Nebraska,"Cozad, NE",3815
Midwest,Wisconsin,"Chilton, WI",3814
Midwest,Michigan,"Plainwell, MI",3809
Pacific,California,"Angels, CA",3807
South,Arkansas,"Shannon Hills, AR",3806
South,Texas,"Cisco, TX",3803
Midwest,Michigan,"Roosevelt Park, MI",3797
Pacific,Oregon,"Harrisburg, OR",3797
South,Arkansas,"Gentry, AR",3795
Midwest,Michigan,"North Muskegon, MI",3795
South,Texas,"Shavano Park, TX",3793
Midwest,Minnesota,"Independence, MN",3790
Midwest,Iowa,"Carter Lake, IA",3787
Midwest,Iowa,"Huxley, IA",3782
Midwest,Kansas,"Hesston, KS",3782
Midwest,Iowa,"Cresco, IA",3776
Pacific,Washington,"Granger, WA",3772
Midwest,Wisconsin,"Kiel, WI",3772
Midwest,Iowa,"Emmetsburg, IA",3771
Pacific,California,"Avalon, CA",3764
Midwest,Iowa,"Albia, IA",3762
Pacific,California,"Bishop, CA",3760
Mountain,Utah,"Wellsville, UT",3759
Midwest,Minnesota,"St. Charles, MN",3757
Mountain,Utah,"Elk Ridge, UT",3757
Midwest,Iowa,"West Liberty, IA",3755
South,Texas,"Sweeny, TX",3750
Midwest,Iowa,"Rock Valley, IA",3746
South,Florida,"Umatilla, FL",3742
Midwest,Michigan,"Boyne City, MI",3740
South,West Virginia,"Ravenswood, WV",3738
Midwest,Wisconsin,"Lancaster, WI",3736
Midwest,Minnesota,"Bayport, MN",3735
Midwest,North Dakota,"Lincoln, ND",3730
South,Georgia,"West Point, GA",3725
South,North Carolina,"Southport, NC",3725
Midwest,Minnesota,"Norwood Young America, MN",3723
South,Texas,"Eagle Lake, TX",3719
South,Georgia,"Quitman, GA",3718
South,Arkansas,"Tontitown, AR",3715
South,Alabama,"Valley Grande, AL",3713
Midwest,Kansas,"Beloit, KS",3710
Midwest,Nebraska,"Fairbury, NE",3707
South,Georgia,"Vienna, GA",3703
Midwest,Indiana,"Aurora, IN",3703
Midwest,Iowa,"Waukon, IA",3697
Midwest,Missouri,"Wright City, MO",3691
Mountain,Utah,"Blanding, UT",3690
Midwest,Michigan,"Gaylord, MI",3687
Midwest,Minnesota,"St. Augusta, MN",3686
South,Georgia,"Ashburn, GA",3683
South,Tennessee,"Hohenwald, TN",3680
South,Alabama,"Evergreen, AL",3676
South,Arkansas,"Johnson, AR",3674
Midwest,Wisconsin,"Stanley, WI",3664
South,Georgia,"Wrightsville, GA",3657
South,Texas,"Ballinger, TX",3656
South,North Carolina,"Lowell, NC",3654
South,Texas,"Columbus, TX",3653
Midwest,Michigan,"Cedar Springs, MI",3652
Midwest,South Dakota,"Dell Rapids, SD",3652
Midwest,Missouri,"Rogersville, MO",3649
South,Texas,"Crane, TX",3647
South,Delaware,"Harrington, DE",3646
South,Oklahoma,"Nowata, OK",3646
South,Oklahoma,"Frederick, OK",3644
Midwest,Nebraska,"O'Neill, NE",3635
South,Texas,"Taylor Lake Village, TX",3635
South,Kentucky,"Stanford, KY",3628
South,Georgia,"Ocilla, GA",3627
South,Texas,"Crandall, TX",3624
South,Texas,"Wills Point, TX",3624
Midwest,Minnesota,"Eveleth, MN",3622
Midwest,Minnesota,"Melrose, MN",3618
South,Georgia,"Cuthbert, GA",3616
South,Arkansas,"Ozark, AR",3611
Midwest,Wisconsin,"Horicon, WI",3611
South,Arkansas,"Piggott, AR",3608
Midwest,Illinois,"Byron, IL",3608
South,Texas,"Dublin, TX",3605
Pacific,Oregon,"Toledo, OR",3604
Pacific,Washington,"Granite Falls, WA",3604
Midwest,Missouri,"Palmyra, MO",3600
Midwest,Illinois,"Oglesby, IL",3598
Midwest,Illinois,"Fairbury, IL",3596
South,Georgia,"Ringgold, GA",3584
Midwest,Wisconsin,"Omro, WI",3582
Midwest,Missouri,"Frontenac, MO",3581
Midwest,Michigan,"Imlay City, MI",3580
Pacific,California,"Monte Sereno, CA",3578
South,Kentucky,"Beaver Dam, KY",3577
Midwest,Minnesota,"Newport, MN",3577
South,Florida,"Port St. Joe, FL",3574
Midwest,Iowa,"Osage, IA",3574
Midwest,Kansas,"Mission Hills, KS",3573
Midwest,Missouri,"Pine Lawn, MO",3573
South,Arkansas,"Marianna, AR",3571
Midwest,Missouri,"El Dorado Springs, MO",3570
Midwest,Kansas,"Lyons, KS",3565
South,Georgia,"Pelham, GA",3559
South,Texas,"Weston Lakes, TX",3558
South,Alabama,"Union Springs, AL",3550
Mountain,Idaho,"St. Anthony, ID",3549
Midwest,Indiana,"Knox, IN",3549
Midwest,Nebraska,"Broken Bow, NE",3546
Mountain,Utah,"Delta, UT",3546
Midwest,Illinois,"Le Roy, IL",3544
Midwest,Missouri,"Carrollton, MO",3541
Mountain,Utah,"Manti, UT",3540
Pacific,Oregon,"Mount Angel, OR",3536
South,Georgia,"Unadilla, GA",3532
Midwest,Illinois,"Red Bud, IL",3529
South,Florida,"Chipley, FL",3526
Midwest,South Dakota,"Mobridge, SD",3520
Midwest,Illinois,"Oregon, IL",3518
Midwest,Minnesota,"Two Harbors, MN",3517
South,Georgia,"Blackshear, GA",3516
Mountain,Colorado,"Yuma, CO",3511
South,Tennessee,"Camden, TN",3511
Mountain,Utah,"Gunnison, UT",3511
South,Oklahoma,"Hobart, OK",3509
Mountain,Arizona,"St. Johns, AZ",3508
South,Texas,"Teague, TX",3505
Midwest,Wisconsin,"Black River Falls, WI",3503
Mountain,Arizona,"Willcox, AZ",3501
Pacific,Oregon,"Hubbard, OR",3501
South,Alabama,"Centre, AL",3498
Midwest,Wisconsin,"Bloomer, WI",3498
South,Texas,"Llano, TX",3497
Pacific,Washington,"Goldendale, WA",3485
South,Georgia,"Alma, GA",3484
Northeast,New Jersey,"Cape May, NJ",3480
Midwest,Illinois,"Aledo, IL",3477
Pacific,Oregon,"Myrtle Creek, OR",3475
Midwest,Nebraska,"Gothenburg, NE",3472
South,Oklahoma,"Dewey, OK",3472
Midwest,Iowa,"Robins, IA",3470
Midwest,Minnesota,"Mora, MN",3470
South,Kentucky,"Morganfield, KY",3466
South,Texas,"Farmersville, TX",3466
South,Mississippi,"Houston, MS",3464
South,Tennessee,"Etowah, TN",3463
Midwest,Indiana,"Union City, IN",3462
Midwest,South Dakota,"Hot Springs, SD",3460
Midwest,Wisconsin,"Seymour, WI",3459
Midwest,Minnesota,"Hanover, MN",3456
Midwest,Illinois,"Johnston City, IL",3454
Mountain,Idaho,"Gooding, ID",3452
South,Kentucky,"Prestonsburg, KY",3438
South,Oklahoma,"Hominy, OK",3430
Midwest,South Dakota,"Canton, SD",3430
Midwest,Iowa,"Eagle Grove, IA",3428
South,Alabama,"Heflin, AL",3425
South,Mississippi,"Morton, MS",3423
South,Texas,"Piney Point Village, TX",3422
Midwest,Minnesota,"Perham, MN",3421
South,Texas,"West Orange, TX",3419
Mountain,Utah,"Mount Pleasant, UT",3418
South,Texas,"Poteet, TX",3415
Midwest,Iowa,"New Hampton, IA",3413
Midwest,Kansas,"Frontenac, KS",3413
South,Texas,"Nash, TX",3413
Midwest,Minnesota,"Zumbrota, MN",3409
Pacific,California,"Rio Dell, CA",3408
South,Arkansas,"Waldron, AR",3406
Midwest,Minnesota,"Sleepy Eye, MN",3404
Midwest,Michigan,"Keego Harbor, MI",3398
Pacific,Oregon,"Estacada, OR",3398
South,Texas,"Clifton, TX",3397
Midwest,Iowa,"Story City, IA",3396
South,Texas,"West Lake Hills, TX",3396
South,Arkansas,"Paris, AR",3395
South,Alabama,"Hanceville, AL",3391
South,Texas,"Aubrey, TX",3391
Mountain,Wyoming,"Newcastle, WY",3389
Midwest,Minnesota,"Ely, MN",3387
South,West Virginia,"Philippi, WV",3380
South,Oklahoma,"Pawhuska, OK",3377
Midwest,Michigan,"Corunna, MI",3376
Midwest,Wisconsin,"Peshtigo, WI",3373
Midwest,Missouri,"Tipton, MO",3372
Midwest,Minnesota,"Annandale, MN",3370
Pacific,Washington,"Benton City, WA",3369
Midwest,Illinois,"Virden, IL",3366
Midwest,Minnesota,"Pine Island, MN",3366
South,Texas,"Edcouch, TX",3365
South,Mississippi,"Water Valley, MS",3362
Midwest,Iowa,"Tiffin, IA",3361
South,West Virginia,"Summersville, WV",3361
South,Texas,"Waller, TX",3359
South,Georgia,"Greensboro, GA",3354
Midwest,Missouri,"Riverside, MO",3354
Mountain,Idaho,"McCall, ID",3351
Midwest,Nebraska,"West Point, NE",3340
South,Kentucky,"Crestview Hills, KY",3338
South,Texas,"Kenedy, TX",3337
South,Georgia,"Nicholls, GA",3336
South,Kentucky,"West Liberty, KY",3336
Midwest,Wisconsin,"Waterloo, WI",3336
South,Alabama,"Livingston, AL",3333
Mountain,Idaho,"Heyburn, ID",3329
Pacific,Oregon,"Boardman, OR",3329
South,Texas,"Winnsboro, TX",3329
South,Florida,"Midway, FL",3326
Midwest,Michigan,"Essexville, MI",3326
Midwest,Minnesota,"Long Prairie, MN",3324
South,Georgia,"Baldwin, GA",3323
Pacific,Oregon,"Jefferson, OR",3321
Mountain,Montana,"Glasgow, MT",3319
Pacific,Washington,"Clyde Hill, WA",3318
Midwest,Wisconsin,"Barron, WI",3318
South,Arkansas,"Brookland, AR",3316
South,Oklahoma,"Wewoka, OK",3316
Midwest,Michigan,"Durand, MI",3315
South,Alabama,"Marion, AL",3314
Midwest,Illinois,"Fulton, IL",3312
Midwest,Missouri,"Cassville, MO",3310
Midwest,Missouri,"Sugar Creek, MO",3308
Midwest,Illinois,"Gibson City, IL",3307
Midwest,Missouri,"Cuba, MO",3307
South,Arkansas,"Gravette, AR",3304
South,Mississippi,"Baldwyn, MS",3304
Pacific,California,"Mount Shasta, CA",3302
Midwest,Nebraska,"Auburn, NE",3302
South,Texas,"Reno, TX",3300
South,Texas,"Karnes City, TX",3299
Midwest,Missouri,"Pagedale, MO",3294
Pacific,Oregon,"Oakridge, OR",3294
South,Oklahoma,"Heavener, OK",3292
Midwest,Minnesota,"Plainview, MN",3291
Midwest,Missouri,"Louisiana, MO",3291
Midwest,Illinois,"Georgetown, IL",3290
Pacific,Oregon,"Dundee, OR",3284
South,Arkansas,"Austin, AR",3282
South,Arkansas,"Manila, AR",3278
South,Texas,"Spearman, TX",3278
South,Texas,"Balcones Heights, TX",3277
South,Arkansas,"Gosnell, AR",3271
Midwest,Kansas,"Marysville, KS",3271
Midwest,Kansas,"Lindsborg, KS",3268
Pacific,Washington,"Medina, WA",3267
Pacific,Alaska,"Kotzebue, AK",3266
Midwest,Kansas,"Holton, KS",3266
Midwest,North Dakota,"Beulah, ND",3266
South,Texas,"Cactus, TX",3259
South,Alabama,"Moulton, AL",3258
Midwest,Kansas,"Garnett, KS",3253
Midwest,Wisconsin,"Brodhead, WI",3253
South,Georgia,"Lakeland, GA",3250
South,Mississippi,"Verona, MS",3246
South,Texas,"Big Lake, TX",3239
Midwest,South Dakota,"Hartford, SD",3237
South,Florida,"Frostproof, FL",3234
South,West Virginia,"Ripley, WV",3231
South,Georgia,"Grantville, GA",3226
South,Kentucky,"Russell, KY",3226
Midwest,Illinois,"Galena, IL",3225
South,Kentucky,"Hodgenville, KY",3225
Midwest,Minnesota,"Breckenridge, MN",3224
Midwest,Minnesota,"Jackson, MN",3221
South,Texas,"El Cenizo, TX",3220
South,Mississippi,"Newton, MS",3219
Midwest,Iowa,"Tipton, IA",3218
Pacific,Washington,"La Center, WA",3218
South,Texas,"Haskell, TX",3217
South,Alabama,"Warrior, AL",3208
South,Georgia,"Gray, GA",3197
South,Oklahoma,"Okemah, OK",3196
South,Texas,"Clarksville, TX",3191
Midwest,Illinois,"Carlyle, IL",3189
South,Arkansas,"Pottsville, AR",3186
Pacific,Washington,"Algona, WA",3185
Midwest,Michigan,"Rockwood, MI",3183
Pacific,Oregon,"Nyssa, OR",3179
Mountain,Colorado,"Burlington, CO",3178
Midwest,Wisconsin,"Tomahawk, WI",3178
South,North Carolina,"Locust, NC",3176
South,Oklahoma,"Cleveland, OK",3175
South,South Carolina,"Liberty, SC",3174
South,Alabama,"Kimberly, AL",3173
South,Georgia,"Avondale Estates, GA",3173
Midwest,Minnesota,"Montrose, MN",3168
Mountain,Idaho,"Grangeville, ID",3166
South,South Carolina,"Pickens, SC",3164
South,West Virginia,"Pleasant Valley, WV",3164
South,Oklahoma,"Checotah, OK",3162
South,Georgia,"Tallapoosa, GA",3160
Midwest,Illinois,"Sumner, IL",3160
Mountain,Arizona,"Williams, AZ",3158
Midwest,Minnesota,"Rush City, MN",3156
Midwest,Wisconsin,"Ladysmith, WI",3154
Pacific,Washington,"Cashmere, WA",3153
Midwest,Illinois,"Momence, IL",3149
Midwest,Indiana,"Attica, IN",3147
Midwest,Kansas,"Hiawatha, KS",3147
South,Georgia,"Chickamauga, GA",3144
South,Georgia,"Harlem, GA",3143
Midwest,Illinois,"Gillespie, IL",3142
South,Texas,"Lavon, TX",3140
Midwest,Iowa,"Williamsburg, IA",3139
South,Arkansas,"Corning, AR",3138
Pacific,California,"Nevada City, CA",3136
Midwest,Minnesota,"Blue Earth, MN",3135
Midwest,Missouri,"Hillsboro, MO",3134
South,South Carolina,"Bishopville, SC",3134
Midwest,South Dakota,"Milbank, SD",3133
South,Texas,"Oak Ridge North, TX",3133
Mountain,Nevada,"Yerington, NV",3131
Midwest,Missouri,"Bethany, MO",3130
Mountain,Montana,"Shelby, MT",3128
South,Georgia,"Tybee Island, GA",3127
South,Texas,"Hideaway, TX",3127
Midwest,Illinois,"Abingdon, IL",3125
Pacific,Washington,"Zillah, WA",3125
South,Oklahoma,"Chandler, OK",3124
South,Oklahoma,"Elgin, OK",3123
South,Texas,"Grand Saline, TX",3122
Midwest,Wisconsin,"Brillion, WI",3122
Midwest,Wisconsin,"Boscobel, WI",3120
South,Kentucky,"Springfield, KY",3119
South,Florida,"Crystal River, FL",3118
Midwest,Wisconsin,"New Holstein, WI",3115
South,Louisiana,"DeQuincy, LA",3114
South,Tennessee,"Bean Station, TN",3114
Pacific,Oregon,"Bandon, OR",3112
Mountain,Idaho,"Salmon, ID",3108
South,Florida,"Bushnell, FL",3107
South,Alabama,"Dadeville, AL",3106
South,Georgia,"Hogansville, GA",3105
South,Florida,"Chattahoochee, FL",3104
South,Kentucky,"Barbourville, KY",3104
South,Texas,"Olney, TX",3102
South,Texas,"Brazoria, TX",3099
Midwest,Missouri,"Licking, MO",3098
Midwest,Kansas,"Columbus, KS",3096
Pacific,Washington,"Elma, WA",3092
Midwest,Minnesota,"Benson, MN",3091
South,Oklahoma,"Atoka, OK",3091
Midwest,Minnesota,"Pine City, MN",3090
South,Alabama,"Red Bay, AL",3086
South,Arkansas,"DeWitt, AR",3085
South,Texas,"Bishop, TX",3085
South,Delaware,"Lewes, DE",3083
Midwest,Wisconsin,"Algoma, WI",3083
South,Georgia,"Montezuma, GA",3078
Pacific,Oregon,"Shady Cove, OR",3077
Midwest,Illinois,"Havana, IL",3076
South,Texas,"San Saba, TX",3075
South,Oklahoma,"Tishomingo, OK",3074
Midwest,Michigan,"Clare, MI",3065
South,Texas,"Needville, TX",3065
South,Alabama,"Weaver, AL",3064
South,Kentucky,"Wilder, KY",3064
Midwest,Missouri,"East Prairie, MO",3063
South,Mississippi,"Lucedale, MS",3062
Midwest,Missouri,"Buffalo, MO",3060
South,Oklahoma,"Tonkawa, OK",3060
Midwest,Minnesota,"Proctor, MN",3058
South,Arkansas,"Alexander, AR",3057
Midwest,Illinois,"Nashville, IL",3057
Midwest,Wisconsin,"Lodi, WI",3057
Midwest,Missouri,"Buckner, MO",3056
South,Arkansas,"Elkins, AR",3055
Midwest,Kansas,"Ellsworth, KS",3054
South,Texas,"Henrietta, TX",3054
Midwest,Iowa,"Garner, IA",3052
Midwest,Wisconsin,"Arcadia, WI",3050
Midwest,Missouri,"Portageville, MO",3044
Midwest,Missouri,"Pleasant Valley, MO",3043
South,Tennessee,"South Pittsburg, TN",3039
South,Arkansas,"Atkins, AR",3038
Mountain,Idaho,"Soda Springs, ID",3038
Mountain,Utah,"Parowan, UT",3038
Northeast,New York,"Sherrill, NY",3036
Mountain,Idaho,"Orofino, ID",3035
South,Arkansas,"Prescott, AR",3030
Midwest,Minnesota,"Eagle Lake, MN",3030
South,Georgia,"Soperton, GA",3028
South,Texas,"Castroville, TX",3028
Midwest,Iowa,"Milford, IA",3025
South,Texas,"Wimberley, TX",3019
South,Kentucky,"Providence, KY",3017
South,Texas,"Chandler, TX",3014
Midwest,Minnesota,"Afton, MN",3010
South,West Virginia,"Kenova, WV",3007
South,Georgia,"Leesburg, GA",3004
South,Texas,"Hamilton, TX",3004
Mountain,Montana,"Cut Bank, MT",2998
Midwest,Michigan,"Ferrysburg, MI",2996
Midwest,Minnesota,"Greenfield, MN",2992
Northeast,Maine,"Calais, ME",2988
Mountain,Utah,"Beaver, UT",2988
South,Kentucky,"Indian Hills, KY",2987
Midwest,Missouri,"Byrnes Mill, MO",2986
South,Kentucky,"Park Hills, KY",2983
South,Texas,"McLendon-Chisholm, TX",2983
South,Texas,"Early, TX",2980
Midwest,South Dakota,"Lead, SD",2978
Midwest,Wisconsin,"Wisconsin Dells, WI",2978
South,Texas,"Nocona, TX",2974
Midwest,Nebraska,"Minden, NE",2973
Midwest,Illinois,"Rushville, IL",2968
South,South Carolina,"Denmark, SC",2968
South,Kentucky,"Graymoor-Devondale, KY",2967
South,Texas,"West, TX",2966
South,Mississippi,"Iuka, MS",2964
Mountain,Colorado,"Walsenburg, CO",2960
South,Georgia,"Hahira, GA",2959
South,Texas,"Stamford, TX",2957
Midwest,Michigan,"Bad Axe, MI",2956
Midwest,Minnesota,"Staples, MN",2955
Mountain,New Mexico,"Eunice, NM",2954
Midwest,Minnesota,"Montgomery, MN",2950
South,Texas,"Stanton, TX",2947
South,Alabama,"La Fayette, AL",2944
Midwest,Illinois,"Bushnell, IL",2940
South,Texas,"Taft, TX",2936
Midwest,Missouri,"Moscow Mills, MO",2932
Mountain,Montana,"Deer Lodge, MT",2932
South,Florida,"Edgewood, FL",2930
South,Kentucky,"Marion, KY",2930
Pacific,Oregon,"Sublimity, OR",2930
Midwest,Kansas,"Kingman, KS",2929
Midwest,Michigan,"Manistique, MI",2929
South,Mississippi,"Poplarville, MS",2929
South,West Virginia,"Kingwood, WV",2929
Midwest,Iowa,"West Burlington, IA",2927
South,Texas,"Lytle, TX",2927
Mountain,Utah,"Hildale, UT",2926
Pacific,California,"Yountville, CA",2924
Midwest,Nebraska,"Central City, NE",2920
Pacific,Washington,"Raymond, WA",2920
South,Florida,"Bowling Green, FL",2919
Midwest,Michigan,"Village of Grosse Pointe Shores, MI",2919
South,Texas,"Fairfield, TX",2917
South,Tennessee,"Belle Meade, TN",2914
South,Texas,"DeCordova, TX",2911
South,Texas,"Springtown, TX",2911
Midwest,Missouri,"Chaffee, MO",2910
South,Florida,"Bunnell, FL",2907
South,Texas,"Reno, TX",2907
South,Texas,"Schulenburg, TX",2907
South,West Virginia,"Williamstown, WV",2906
South,Georgia,"Chattahoochee Hills, GA",2903
Midwest,Missouri,"New Madrid, MO",2901
Midwest,Kansas,"Galena, KS",2900
Pacific,Washington,"Colfax, WA",2900
Midwest,Missouri,"Ava, MO",2896
Pacific,Oregon,"Jacksonville, OR",2894
South,Georgia,"Watkinsville, GA",2892
Midwest,Minnesota,"Milaca, MN",2890
South,Kentucky,"Pioneer Village, KY",2888
South,Oklahoma,"Eufaula, OK",2888
South,Georgia,"Lula, GA",2886
South,Texas,"Shenandoah, TX",2885
Midwest,Michigan,"Gladwin, MI",2884
Midwest,Michigan,"Mount Morris, MI",2883
Midwest,Illinois,"Arcola, IL",2882
Midwest,Indiana,"Delphi, IN",2882
South,Arkansas,"Bald Knob, AR",2881
South,Oklahoma,"Watonga, OK",2871
Midwest,Indiana,"Bicknell, IN",2868
Midwest,Wisconsin,"Kewaunee, WI",2867
Midwest,Minnesota,"Mountain Iron, MN",2863
South,Oklahoma,"Cache, OK",2860
Midwest,Illinois,"Newton, IL",2854
South,Arkansas,"Mountain View, AR",2853
Midwest,Kansas,"Hillsboro, KS",2850
Midwest,Illinois,"Savanna, IL",2847
Midwest,South Dakota,"Winner, SD",2844
Midwest,Michigan,"Iron River, MI",2843
South,Alabama,"New Hope, AL",2842
South,Oklahoma,"Drumright, OK",2842
South,Oklahoma,"Perkins, OK",2841
South,Oklahoma,"Davis, OK",2839
South,Texas,"Canadian, TX",2836
Midwest,Iowa,"Wilton, IA",2832
South,Kentucky,"Brandenburg, KY",2832
Pacific,Alaska,"Seward, AK",2831
South,Florida,"Port Richey, FL",2831
South,Kentucky,"Flemingsburg, KY",2827
Midwest,Nebraska,"David City, NE",2823
Midwest,Wisconsin,"Amery, WI",2823
South,Kentucky,"Simpsonville, KY",2822
South,Oklahoma,"Lindsay, OK",2820
Midwest,Wisconsin,"Oconto Falls, WI",2820
South,Texas,"Seagraves, TX",2814
South,Georgia,"Millen, GA",2810
Midwest,Iowa,"Onawa, IA",2809
South,Georgia,"Lake City, GA",2808
South,Florida,"Madison, FL",2807
South,Alabama,"Brighton, AL",2801
South,West Virginia,"Madison, WV",2801
Midwest,Michigan,"Ithaca, MI",2799
Midwest,Minnesota,"Moose Lake, MN",2798
Midwest,Kansas,"Osage City, KS",2796
South,West Virginia,"Williamson, WV",2796
Midwest,Illinois,"Knoxville, IL",2795
South,Georgia,"Dawsonville, GA",2792
South,Georgia,"Abbeville, GA",2789
Midwest,Illinois,"McLeansboro, IL",2786
Midwest,South Dakota,"North Sioux City, SD",2784
Midwest,Minnesota,"Chatfield, MN",2783
Midwest,Nebraska,"Valentine, NE",2783
Midwest,Missouri,"Windsor, MO",2781
South,Florida,"Lake Helen, FL",2780
Mountain,Idaho,"Filer, ID",2776
South,Oklahoma,"New Cordell, OK",2776
South,Texas,"Bartlett, TX",2776
South,Texas,"Rio Hondo, TX",2776
Midwest,Iowa,"Tama, IA",2775
Midwest,Kansas,"Norton, KS",2775
South,Oklahoma,"Mangum, OK",2775
Pacific,Oregon,"Burns, OR",2772
South,Alabama,"Luverne, AL",2770
Midwest,Iowa,"Clarion, IA",2769
Midwest,Illinois,"Hamilton, IL",2768
Midwest,Minnesota,"Osseo, MN",2768
South,Texas,"Sonora, TX",2766
South,West Virginia,"Follansbee, WV",2765
Mountain,Idaho,"Ketchum, ID",2763
South,Arkansas,"Bethel Heights, AR",2762
South,Texas,"Trinity, TX",2762
Mountain,Montana,"Wolf Point, MT",2760
Mountain,Colorado,"Leadville, CO",2759
Midwest,Michigan,"Norway, MI",2758
Midwest,Missouri,"Knob Noster, MO",2757
South,Texas,"Onalaska, TX",2755
South,Arkansas,"Little Flock, AR",2754
Midwest,Illinois,"El Paso, IL",2754
South,Texas,"Abernathy, TX",2753
South,Texas,"Floydada, TX",2753
South,Georgia,"Bloomingdale, GA",2752
Midwest,Minnesota,"Caledonia, MN",2752
Mountain,Wyoming,"Kemmerer, WY",2747
South,Kentucky,"Lakeside Park, KY",2745
South,Arkansas,"England, AR",2744
South,Texas,"Hooks, TX",2743
South,Oklahoma,"Stroud, OK",2740
South,Texas,"El Lago, TX",2740
South,Texas,"La Villa, TX",2740
Midwest,Minnesota,"Cokato, MN",2739
South,Texas,"Palmhurst, TX",2738
Midwest,Michigan,"Whitehall, MI",2737
South,Oklahoma,"Stigler, OK",2735
Midwest,Minnesota,"Granite Falls, MN",2734
South,Oklahoma,"Marietta, OK",2734
South,Kentucky,"Hartford, KY",2733
Midwest,Illinois,"Christopher, IL",2730
Pacific,Washington,"Warden, WA",2729
South,Texas,"Van, TX",2728
South,South Carolina,"Folly Beach, SC",2726
South,Texas,"Westworth Village, TX",2726
South,Florida,"Bonifay, FL",2722
Midwest,Minnesota,"Dodge Center, MN",2722
Midwest,Michigan,"East Tawas, MI",2721
Midwest,Minnesota,"Cohasset, MN",2719
South,Oklahoma,"Healdton, OK",2718
Midwest,North Dakota,"Horace, ND",2717
Pacific,California,"Weed, CA",2716
South,Arkansas,"Brinkley, AR",2714
Midwest,Indiana,"Loogootee, IN",2714
Mountain,New Mexico,"Santa Rosa, NM",2711
South,Florida,"Williston, FL",2710
Midwest,Missouri,"Fayette, MO",2710
South,Texas,"Electra, TX",2710
Midwest,Iowa,"Jesup, IA",2708
Pacific,Oregon,"Gervais, OR",2707
Midwest,Kansas,"Girard, KS",2706
Pacific,Oregon,"Dayton, OR",2704
Midwest,North Dakota,"Rugby, ND",2703
Mountain,Idaho,"Wendell, ID",2702
Pacific,Oregon,"Sisters, OR",2701
Pacific,Washington,"Everson, WA",2699
South,Arkansas,"Hamburg, AR",2698
Midwest,Minnesota,"Albany, MN",2695
South,Georgia,"Statham, GA",2694
Midwest,Indiana,"Butler, IN",2694
Midwest,Michigan,"Rogers City, MI",2693
Midwest,Minnesota,"Roseau, MN",2693
Mountain,Montana,"Libby, MT",2691
South,Tennessee,"Tusculum, TN",2691
Midwest,Iowa,"Grundy Center, IA",2689
Midwest,Illinois,"Marquette Heights, IL",2688
Pacific,Washington,"Kalama, WA",2687
South,Texas,"Freer, TX",2684
South,Alabama,"Centreville, AL",2680
South,South Carolina,"Loris, SC",2680
Midwest,Wisconsin,"Juneau, WI",2680
South,Arkansas,"Green Forest, AR",2679
Midwest,Missouri,"Hayti, MO",2679
South,Tennessee,"Clifton, TN",2678
South,Kentucky,"Dawson Springs, KY",2677
South,Texas,"Beach City, TX",2677
Midwest,Iowa,"Bloomfield, IA",2676
Midwest,Michigan,"Potterville, MI",2671
South,Mississippi,"Ruleville, MS",2671
Midwest,Missouri,"Clever, MO",2668
South,Texas,"Hedwig Village, TX",2668
Mountain,Utah,"Richmond, UT",2665
Midwest,Illinois,"Casey, IL",2664
